id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage
4927,Male,54,1,38.0,0,> 2 Years,No,70115.66,109.0,257
16165,Male,35,0,25.0,0,< 1 Year,No,22443.5,55.0,69
16817,Male,29,1,8.0,1,1-2 Year,Yes,21141.8,29.0,126
6833,Male,57,1,2.0,1,1-2 Year,Yes,62488.39,158.0,155
13148,Male,47,0,2.0,0,> 2 Years,Yes,34103.69,148.0,193
8016,Female,32,1,10.0,0,1-2 Year,No,76526.41,87.0,240
11868,Female,57,1,50.0,1,< 1 Year,No,73673.28,124.0,120
5204,Male,33,1,38.0,1,> 2 Years,No,26624.51,140.0,221
16715,Male,26,1,47.0,0,1-2 Year,Yes,52338.28,4.0,5
3666,Female,55,1,48.0,1,< 1 Year,No,30623.47,117.0,120
6830,Female,69,1,5.0,0,> 2 Years,Yes,79114.75,154.0,169
4337,Female,42,1,5.0,1,1-2 Year,Yes,74258.85,134.0,231
328,Male,52,1,20.0,1,< 1 Year,Yes,61305.11,25.0,187
14829,Male,32,1,14.0,0,< 1 Year,Yes,26775.07,45.0,184
4617,Female,40,1,3.0,1,1-2 Year,No,31551.16,76.0,32
13629,Male,31,0,9.0,0,1-2 Year,Yes,46916.4,112.0,32
5750,Male,26,1,37.0,0,< 1 Year,Yes,32349.48,59.0,249
4775,Male,69,1,13.0,1,1-2 Year,No,34361.62,150.0,104
17200,Male,29,1,0.0,1,> 2 Years,No,75576.56,121.0,149
10975,Male,48,1,23.0,1,> 2 Years,No,32191.56,32.0,58
10160,Female,22,1,50.0,1,< 1 Year,Yes,47395.92,103.0,193
18292,Female,40,1,26.0,0,< 1 Year,No,53461.52,78.0,101
1820,Male,45,1,15.0,1,< 1 Year,Yes,26374.1,4.0,194
6440,Female,31,1,19.0,0,1-2 Year,No,69440.74,10.0,207
19480,Male,32,0,19.0,1,> 2 Years,Yes,50024.56,153.0,281
5897,Female,45,0,24.0,0,< 1 Year,No,51349.29,7.0,263
16902,Male,69,1,4.0,0,1-2 Year,No,72377.01,25.0,47
11844,Male,25,1,36.0,1,1-2 Year,No,72874.54,61.0,137
7994,Male,30,1,2.0,1,< 1 Year,Yes,21679.74,91.0,278
14730,Female,21,1,23.0,0,1-2 Year,No,66383.67,157.0,156
13745,Male,34,1,41.0,0,> 2 Years,Yes,48668.37,60.0,274
11265,Female,25,1,19.0,1,< 1 Year,Yes,65656.86,132.0,186
17533,Male,39,1,30.0,0,< 1 Year,Yes,65032.61,138.0,285
18134,Female,43,1,48.0,1,< 1 Year,Yes,25603.9,29.0,137
868,Female,47,1,26.0,1,1-2 Year,Yes,23580.07,19.0,286
7652,Female,31,1,21.0,1,1-2 Year,Yes,77097.84,70.0,181
762,Female,62,1,37.0,1,1-2 Year,No,39415.21,45.0,102
19385,Male,53,1,39.0,0,< 1 Year,No,44843.92,42.0,97
6810,Male,18,1,5.0,1,< 1 Year,No,54936.53,137.0,224
15472,Male,59,1,37.0,1,1-2 Year,No,79075.7,73.0,178
9589,Male,29,0,8.0,1,> 2 Years,Yes,49856.83,150.0,280
13070,Male,30,1,29.0,0,< 1 Year,No,56827.05,102.0,285
11107,Female,45,0,23.0,1,> 2 Years,Yes,52214.67,114.0,159
388,Male,62,0,51.0,0,< 1 Year,No,75809.18,40.0,2
17178,Male,42,1,38.0,0,> 2 Years,Yes,42993.65,60.0,54
7807,Female,20,1,11.0,1,1-2 Year,No,45840.68,52.0,89
3556,Female,63,1,46.0,0,< 1 Year,Yes,41192.65,81.0,102
11475,Male,27,1,20.0,0,< 1 Year,No,64072.39,103.0,293
11593,Female,47,1,17.0,0,1-2 Year,No,38605.92,135.0,208
1313,Male,64,1,51.0,1,1-2 Year,No,52611.61,46.0,203
3191,Female,30,1,48.0,1,< 1 Year,No,73607.01,155.0,142
17088,Female,37,1,37.0,1,> 2 Years,No,28876.51,73.0,150
8058,Male,36,1,14.0,1,< 1 Year,No,44112.5,127.0,158
16782,Male,33,1,49.0,0,1-2 Year,Yes,35955.34,135.0,298
11134,Male,41,1,30.0,0,> 2 Years,No,69800.87,97.0,56
1647,Male,28,1,40.0,1,< 1 Year,Yes,36056.85,31.0,158
7554,Male,50,1,9.0,0,< 1 Year,No,69314.74,18.0,199
18947,Male,54,1,15.0,0,< 1 Year,Yes,74748.9,92.0,199
10696,Female,56,1,45.0,0,> 2 Years,No,56892.42,91.0,94
12718,Male,50,1,2.0,0,> 2 Years,Yes,25332.98,115.0,68
14628,Female,45,1,8.0,1,1-2 Year,Yes,22592.28,154.0,292
2343,Male,21,1,48.0,0,< 1 Year,No,31315.05,134.0,226
8948,Male,66,1,17.0,1,< 1 Year,Yes,46396.27,126.0,144
6258,Male,48,1,33.0,0,> 2 Years,No,36153.26,62.0,263
13749,Female,22,1,43.0,1,> 2 Years,No,79418.43,130.0,170
14626,Male,62,1,21.0,0,1-2 Year,Yes,78708.07,140.0,68
3555,Female,61,1,4.0,1,1-2 Year,No,51195.39,52.0,1
16933,Male,55,0,31.0,0,> 2 Years,No,52151.44,163.0,101
13529,Male,19,1,27.0,1,1-2 Year,No,25400.07,65.0,244
19549,Male,50,0,9.0,0,< 1 Year,Yes,40472.4,83.0,35
4705,Male,32,1,10.0,1,> 2 Years,No,31444.18,87.0,145
16621,Female,39,1,2.0,1,1-2 Year,No,46269.41,1.0,26
3154,Male,47,1,44.0,0,> 2 Years,No,33972.07,126.0,196
5446,Female,57,1,43.0,1,1-2 Year,No,42700.96,123.0,220
15212,Male,25,1,6.0,1,< 1 Year,No,36662.12,98.0,60
14221,Female,45,1,17.0,0,> 2 Years,No,35356.67,113.0,271
18774,Female,34,1,5.0,0,> 2 Years,Yes,74085.89,51.0,54
15855,Male,62,1,49.0,1,> 2 Years,Yes,54026.09,58.0,209
15247,Male,69,1,32.0,0,< 1 Year,No,24755.37,60.0,229
17344,Male,57,1,46.0,0,> 2 Years,No,51372.86,43.0,159
7816,Female,50,1,26.0,1,1-2 Year,Yes,55801.86,9.0,165
3125,Male,36,1,3.0,0,1-2 Year,Yes,59318.12,10.0,296
3049,Male,18,1,42.0,1,1-2 Year,No,61090.03,108.0,278
1807,Female,31,1,4.0,1,< 1 Year,No,40360.23,60.0,219
9442,Male,27,1,8.0,0,1-2 Year,Yes,44350.67,159.0,236
17616,Male,53,1,18.0,1,< 1 Year,No,28284.69,37.0,111
3699,Female,63,0,46.0,1,> 2 Years,Yes,64716.18,47.0,194
12638,Male,23,1,14.0,0,1-2 Year,No,39957.61,98.0,175
8458,Female,22,1,36.0,1,1-2 Year,No,46665.18,116.0,196
5444,Male,26,1,15.0,1,> 2 Years,No,71413.14,126.0,40
2415,Female,45,1,14.0,1,1-2 Year,Yes,52432.01,4.0,217
9959,Female,62,0,0.0,1,> 2 Years,Yes,23131.87,113.0,294
8736,Male,25,0,16.0,0,1-2 Year,Yes,23833.08,116.0,31
16738,Male,49,1,42.0,0,< 1 Year,Yes,55985.17,131.0,100
12135,Female,63,1,18.0,0,1-2 Year,Yes,47638.72,90.0,119
12710,Female,36,1,33.0,0,1-2 Year,Yes,45750.44,158.0,222
658,Male,57,1,5.0,1,< 1 Year,No,22449.96,89.0,65
16596,Female,28,1,12.0,0,< 1 Year,Yes,53135.56,86.0,282
6771,Male,35,0,27.0,1,> 2 Years,Yes,62760.35,148.0,279
6802,Female,38,1,41.0,1,> 2 Years,Yes,79120.84,17.0,81
7475,Female,39,1,9.0,0,> 2 Years,Yes,61929.98,70.0,97
17406,Female,55,1,13.0,0,1-2 Year,Yes,57708.72,71.0,198
18563,Female,60,1,3.0,1,1-2 Year,Yes,40951.18,35.0,165
8414,Male,48,1,9.0,1,1-2 Year,Yes,61438.35,102.0,290
15734,Female,28,1,12.0,0,< 1 Year,No,36161.39,37.0,116
7419,Female,54,0,46.0,1,1-2 Year,No,32958.61,113.0,143
7320,Female,67,1,46.0,0,1-2 Year,No,34328.63,33.0,158
19959,Male,45,1,18.0,0,> 2 Years,Yes,27008.45,137.0,72
9201,Male,31,0,26.0,1,> 2 Years,No,31968.49,124.0,113
2443,Female,37,1,1.0,0,1-2 Year,No,27471.12,61.0,292
9388,Female,52,1,8.0,0,> 2 Years,No,58571.54,146.0,289
15980,Male,59,1,2.0,0,> 2 Years,No,39104.57,94.0,276
16407,Male,18,1,10.0,0,> 2 Years,Yes,26160.98,121.0,236
2287,Male,39,1,34.0,0,< 1 Year,Yes,45060.15,26.0,162
15871,Male,40,1,31.0,1,< 1 Year,Yes,30615.63,70.0,72
11897,Female,25,1,1.0,1,1-2 Year,No,33126.18,81.0,284
58,Male,50,1,50.0,1,> 2 Years,Yes,48606.3,59.0,74
12596,Female,42,1,5.0,0,1-2 Year,No,48826.45,118.0,221
7312,Female,32,1,52.0,1,< 1 Year,No,36106.84,32.0,277
6216,Male,32,1,18.0,1,1-2 Year,No,40717.64,69.0,111
5589,Male,57,1,5.0,0,> 2 Years,Yes,22581.45,64.0,10
1777,Female,63,1,46.0,0,> 2 Years,No,64285.48,56.0,12
2347,Male,37,1,44.0,1,1-2 Year,Yes,79660.6,76.0,117
11158,Male,54,1,49.0,1,1-2 Year,No,69264.73,70.0,163
14128,Male,48,1,42.0,0,> 2 Years,No,21425.5,35.0,162
14703,Male,46,1,26.0,0,< 1 Year,No,47137.41,124.0,226
15242,Female,49,1,7.0,1,> 2 Years,Yes,72374.14,34.0,31
10409,Male,43,1,51.0,1,1-2 Year,Yes,50480.5,30.0,9
9156,Male,30,1,22.0,0,< 1 Year,Yes,77690.02,106.0,37
19619,Male,38,0,6.0,0,> 2 Years,No,66884.03,30.0,84
14112,Female,57,1,0.0,1,> 2 Years,No,46857.91,126.0,77
18101,Female,65,1,16.0,0,> 2 Years,No,62110.89,30.0,195
18913,Male,26,1,45.0,1,> 2 Years,No,78338.7,54.0,145
2012,Male,62,1,17.0,0,< 1 Year,Yes,76338.86,80.0,218
2831,Female,38,0,2.0,1,1-2 Year,No,33864.41,17.0,133
9357,Male,43,1,25.0,0,< 1 Year,No,52471.93,163.0,97
4089,Female,61,1,13.0,0,< 1 Year,No,71457.4,128.0,31
7134,Female,56,1,24.0,0,1-2 Year,Yes,38242.59,22.0,172
1201,Male,51,1,31.0,1,> 2 Years,Yes,30250.37,88.0,277
4939,Female,35,1,17.0,0,1-2 Year,Yes,52117.99,80.0,182
3988,Male,64,1,29.0,1,1-2 Year,Yes,67321.25,88.0,261
6268,Female,65,1,35.0,0,> 2 Years,No,38058.82,10.0,296
12743,Male,19,1,33.0,0,< 1 Year,Yes,44882.12,133.0,240
104,Female,33,1,41.0,0,1-2 Year,No,50524.35,6.0,111
16234,Male,63,0,25.0,0,< 1 Year,No,64037.68,49.0,64
18660,Male,48,1,39.0,0,< 1 Year,Yes,72549.28,126.0,15
7114,Female,29,1,51.0,0,> 2 Years,No,62661.81,49.0,226
15867,Female,53,1,42.0,0,1-2 Year,No,56910.1,112.0,254
8837,Male,55,1,2.0,1,1-2 Year,No,35395.52,20.0,102
2227,Male,64,1,30.0,1,> 2 Years,No,73078.84,133.0,111
351,Female,19,1,10.0,1,< 1 Year,No,39346.78,154.0,90
692,Female,40,1,33.0,1,> 2 Years,Yes,54642.0,3.0,266
10503,Female,32,1,26.0,1,1-2 Year,No,62109.98,124.0,254
13977,Female,53,1,47.0,0,> 2 Years,Yes,77427.32,49.0,199
5408,Female,65,1,40.0,0,> 2 Years,Yes,33364.37,13.0,1
11075,Female,63,1,39.0,1,< 1 Year,No,69237.45,80.0,282
1098,Female,26,1,1.0,1,> 2 Years,No,34798.43,3.0,171
19024,Female,48,1,21.0,0,1-2 Year,No,73188.26,90.0,186
18462,Male,49,1,42.0,0,> 2 Years,Yes,44503.56,79.0,28
11161,Male,19,1,29.0,1,< 1 Year,No,76933.05,42.0,106
4143,Female,38,1,15.0,0,> 2 Years,Yes,25905.57,93.0,268
11740,Female,22,1,37.0,0,< 1 Year,No,23080.6,79.0,229
19984,Male,34,1,35.0,0,< 1 Year,Yes,37416.37,13.0,199
19231,Male,28,1,0.0,0,> 2 Years,Yes,75221.54,86.0,200
9211,Male,45,1,27.0,0,< 1 Year,No,48158.77,159.0,236
5401,Female,43,1,20.0,1,> 2 Years,Yes,24863.82,117.0,290
18631,Male,18,1,31.0,0,< 1 Year,No,63104.4,99.0,27
5456,Male,49,1,20.0,0,1-2 Year,No,71941.4,119.0,280
12214,Female,26,1,20.0,0,< 1 Year,No,40192.79,112.0,76
1738,Male,24,1,18.0,1,< 1 Year,No,77239.5,51.0,149
139,Male,31,1,22.0,0,> 2 Years,Yes,39103.15,106.0,106
3506,Female,60,1,21.0,1,1-2 Year,No,49609.28,65.0,196
14516,Female,31,1,32.0,0,1-2 Year,No,64368.6,88.0,73
5323,Female,48,1,36.0,0,1-2 Year,Yes,32897.65,51.0,243
6422,Male,51,1,16.0,0,< 1 Year,Yes,35960.39,92.0,189
17665,Male,45,1,49.0,0,> 2 Years,No,23584.92,123.0,236
13675,Male,69,1,1.0,1,< 1 Year,Yes,77840.06,124.0,213
18222,Female,53,1,50.0,0,1-2 Year,No,62936.46,31.0,55
18832,Male,49,1,4.0,1,< 1 Year,Yes,26855.72,91.0,21
3369,Male,20,1,22.0,1,> 2 Years,No,45589.48,119.0,40
6123,Female,60,1,24.0,1,< 1 Year,Yes,23097.49,148.0,265
2539,Female,43,1,19.0,0,1-2 Year,Yes,68197.44,116.0,132
10531,Male,49,1,40.0,0,1-2 Year,Yes,61424.24,74.0,30
1045,Female,48,1,2.0,1,< 1 Year,Yes,59672.62,120.0,275
8040,Male,27,1,39.0,1,< 1 Year,No,52147.11,126.0,15
9912,Male,52,1,18.0,1,< 1 Year,No,63913.69,137.0,218
14593,Male,67,1,32.0,1,< 1 Year,Yes,49330.91,117.0,42
13870,Male,29,1,45.0,0,< 1 Year,Yes,73902.14,66.0,137
14303,Male,41,1,44.0,1,> 2 Years,No,59206.55,52.0,174
15681,Female,25,1,19.0,0,1-2 Year,No,21269.39,54.0,285
729,Male,56,1,18.0,1,< 1 Year,No,37769.51,135.0,173
6467,Male,50,0,10.0,1,< 1 Year,No,49696.31,79.0,224
2836,Male,21,1,40.0,1,< 1 Year,No,63266.0,130.0,173
8829,Male,63,1,23.0,0,> 2 Years,Yes,56782.9,56.0,90
1476,Female,36,1,33.0,1,1-2 Year,Yes,57634.86,12.0,132
18817,Male,41,1,40.0,1,> 2 Years,No,36924.87,19.0,155
17457,Female,53,1,11.0,0,< 1 Year,No,38853.66,81.0,123
18060,Male,42,1,12.0,0,> 2 Years,Yes,57419.79,153.0,117
3569,Female,65,1,29.0,0,< 1 Year,No,71638.32,14.0,260
14428,Female,63,0,6.0,0,> 2 Years,No,55503.3,65.0,139
6641,Male,57,1,30.0,0,< 1 Year,Yes,54260.91,156.0,218
1740,Male,45,1,26.0,0,< 1 Year,No,38515.8,108.0,236
16654,Female,62,0,13.0,0,> 2 Years,No,51589.25,79.0,175
16692,Female,59,1,42.0,0,< 1 Year,No,73614.61,78.0,111
4163,Male,48,1,49.0,1,1-2 Year,Yes,33455.25,46.0,131
11848,Male,67,1,23.0,1,< 1 Year,No,23724.09,36.0,65
14910,Male,39,1,22.0,0,< 1 Year,Yes,57458.87,74.0,105
10101,Female,26,1,0.0,0,1-2 Year,No,43983.78,20.0,290
3867,Female,43,1,41.0,1,> 2 Years,Yes,74865.1,94.0,95
12901,Female,51,1,42.0,1,> 2 Years,No,28061.81,35.0,63
7025,Male,33,1,37.0,0,< 1 Year,Yes,70895.96,123.0,274
2045,Female,55,1,43.0,0,< 1 Year,No,63630.36,12.0,151
16046,Female,47,1,37.0,0,> 2 Years,No,34821.8,16.0,249
19167,Male,37,0,6.0,1,1-2 Year,Yes,33393.69,54.0,189
1878,Female,31,1,31.0,0,< 1 Year,No,24381.42,151.0,159
6037,Female,48,1,3.0,0,< 1 Year,No,25305.79,113.0,240
10141,Male,63,1,48.0,0,< 1 Year,Yes,35235.02,44.0,276
19557,Male,31,1,33.0,1,< 1 Year,Yes,60209.74,33.0,110
7509,Male,37,1,13.0,1,> 2 Years,Yes,57920.93,55.0,119
5520,Female,59,1,7.0,1,> 2 Years,Yes,55284.79,23.0,281
6486,Male,52,1,13.0,1,< 1 Year,No,73678.18,145.0,120
12017,Female,38,1,28.0,0,1-2 Year,No,26870.69,146.0,218
5479,Female,54,1,6.0,1,> 2 Years,Yes,59784.18,140.0,26
14753,Male,37,1,18.0,1,< 1 Year,No,29181.73,147.0,97
18291,Male,68,1,22.0,0,1-2 Year,No,21859.93,127.0,223
12305,Male,62,1,6.0,1,< 1 Year,Yes,60866.27,36.0,118
10887,Female,31,1,23.0,1,> 2 Years,No,21587.65,155.0,142
15518,Female,33,1,47.0,1,< 1 Year,No,64546.9,53.0,181
16199,Male,30,1,1.0,1,< 1 Year,Yes,71750.67,57.0,177
3538,Male,44,1,35.0,0,< 1 Year,No,59829.25,155.0,75
19256,Male,38,1,25.0,0,< 1 Year,No,58438.51,38.0,49
9764,Male,23,0,48.0,0,> 2 Years,Yes,53486.29,9.0,178
15048,Female,21,1,35.0,0,1-2 Year,No,62421.14,115.0,285
19369,Male,69,1,35.0,0,> 2 Years,Yes,65762.24,111.0,252
10119,Female,19,1,17.0,1,1-2 Year,Yes,39101.94,115.0,173
782,Male,64,1,13.0,1,1-2 Year,Yes,31038.94,97.0,297
13365,Male,18,1,24.0,1,1-2 Year,No,44568.5,153.0,68
5110,Male,48,1,25.0,0,> 2 Years,No,76199.47,21.0,260
2499,Male,35,1,19.0,0,> 2 Years,No,35843.81,66.0,89
4995,Male,38,1,4.0,0,> 2 Years,Yes,31030.48,18.0,286
15740,Female,22,1,37.0,1,< 1 Year,No,50780.46,22.0,55
13705,Male,65,1,47.0,0,> 2 Years,No,22254.84,155.0,105
619,Male,64,1,41.0,0,> 2 Years,No,33247.06,129.0,140
4990,Female,30,1,24.0,1,1-2 Year,Yes,37960.44,81.0,280
2724,Male,53,0,50.0,1,1-2 Year,Yes,60605.77,106.0,100
3880,Male,58,1,14.0,0,1-2 Year,No,54541.64,58.0,123
3843,Male,67,1,50.0,0,1-2 Year,No,75573.68,123.0,144
7815,Male,19,1,20.0,0,< 1 Year,No,77759.55,147.0,176
9509,Male,22,1,6.0,0,1-2 Year,No,23357.16,107.0,162
2545,Female,69,1,13.0,0,< 1 Year,Yes,48585.29,135.0,73
15613,Female,24,1,44.0,1,< 1 Year,No,34228.03,102.0,279
9137,Male,62,1,6.0,0,< 1 Year,Yes,73062.5,69.0,235
16425,Male,24,1,0.0,1,< 1 Year,Yes,51475.6,71.0,69
17026,Male,57,1,34.0,0,< 1 Year,No,28494.56,156.0,176
18447,Female,33,1,43.0,0,< 1 Year,Yes,35760.22,98.0,235
14022,Male,69,1,49.0,1,1-2 Year,Yes,43514.69,64.0,140
13790,Male,65,1,24.0,0,> 2 Years,No,55461.03,87.0,220
14969,Female,65,1,3.0,0,> 2 Years,Yes,44431.79,115.0,166
1796,Female,32,1,33.0,1,1-2 Year,No,21220.49,10.0,128
1999,Male,65,1,27.0,1,< 1 Year,No,48591.81,26.0,281
16416,Male,39,1,39.0,1,> 2 Years,Yes,60172.87,118.0,283
981,Female,69,1,20.0,0,> 2 Years,No,53163.2,74.0,226
7406,Female,65,1,10.0,1,< 1 Year,Yes,75668.09,160.0,134
8903,Male,51,1,49.0,0,> 2 Years,Yes,35043.63,24.0,286
718,Female,31,1,1.0,1,1-2 Year,Yes,38420.92,62.0,109
10562,Female,25,1,21.0,1,> 2 Years,Yes,25728.33,135.0,69
19883,Male,19,1,40.0,0,1-2 Year,Yes,61930.59,81.0,10
8136,Female,54,0,18.0,0,< 1 Year,Yes,47737.16,47.0,88
9134,Male,52,1,4.0,1,> 2 Years,No,51790.12,87.0,274
9965,Male,61,1,13.0,1,< 1 Year,No,62014.97,60.0,185
1100,Male,41,1,38.0,1,> 2 Years,No,20850.95,163.0,199
2722,Male,55,1,49.0,1,1-2 Year,No,31627.44,131.0,166
8178,Female,68,1,51.0,0,1-2 Year,Yes,54198.82,20.0,215
952,Female,50,1,44.0,0,1-2 Year,Yes,68745.94,92.0,221
5322,Female,21,1,46.0,1,1-2 Year,Yes,41696.61,70.0,33
1898,Male,65,1,45.0,1,1-2 Year,No,38712.94,20.0,230
11370,Female,27,1,20.0,1,< 1 Year,Yes,74223.87,155.0,89
4171,Female,43,1,27.0,0,> 2 Years,No,60972.51,142.0,25
15423,Female,50,1,14.0,1,< 1 Year,Yes,49005.53,10.0,87
15783,Male,52,1,36.0,1,> 2 Years,Yes,23921.15,7.0,290
11828,Male,47,1,47.0,0,> 2 Years,No,37643.43,123.0,260
12914,Male,38,1,23.0,0,< 1 Year,No,34664.34,139.0,58
17692,Male,47,1,0.0,0,> 2 Years,Yes,43059.24,53.0,289
10759,Male,48,1,44.0,1,> 2 Years,No,73179.25,34.0,76
3698,Male,47,1,15.0,1,< 1 Year,Yes,67531.83,103.0,261
891,Male,66,1,32.0,1,> 2 Years,No,70204.49,55.0,143
19075,Male,58,1,50.0,1,> 2 Years,No,46972.39,121.0,116
1000,Male,31,1,13.0,1,> 2 Years,No,54715.62,19.0,129
16349,Female,39,1,43.0,0,1-2 Year,No,32014.25,44.0,134
3354,Male,60,1,6.0,1,< 1 Year,Yes,32606.47,10.0,65
9867,Female,45,1,7.0,0,< 1 Year,No,35976.3,70.0,241
16590,Female,52,0,40.0,0,1-2 Year,Yes,64735.59,151.0,145
7115,Female,29,1,9.0,0,< 1 Year,No,52203.12,90.0,10
3578,Male,21,1,21.0,1,> 2 Years,No,60527.91,86.0,187
9814,Female,64,1,9.0,0,< 1 Year,Yes,40401.28,87.0,273
6973,Female,49,1,27.0,1,1-2 Year,No,51581.47,18.0,253
2169,Female,48,1,6.0,1,1-2 Year,No,63246.69,11.0,13
7930,Male,45,1,45.0,0,< 1 Year,Yes,63720.76,130.0,134
5509,Female,66,1,44.0,0,< 1 Year,No,77243.56,51.0,41
15929,Male,40,1,21.0,1,> 2 Years,No,42892.12,40.0,159
8072,Female,22,0,16.0,0,1-2 Year,No,64589.68,12.0,241
256,Male,52,1,3.0,1,< 1 Year,No,67896.25,47.0,176
17594,Female,45,1,4.0,0,1-2 Year,Yes,48632.02,132.0,265
10198,Male,32,1,41.0,1,> 2 Years,Yes,79277.3,53.0,219
17235,Male,40,1,51.0,0,> 2 Years,No,73100.4,100.0,148
16295,Female,56,1,46.0,0,< 1 Year,Yes,59027.54,32.0,143
1914,Female,61,1,38.0,1,1-2 Year,No,67865.74,29.0,172
17379,Female,55,1,19.0,0,< 1 Year,Yes,27258.31,20.0,164
18100,Female,29,1,5.0,1,> 2 Years,No,69662.76,44.0,240
14469,Male,62,1,28.0,1,> 2 Years,No,45563.89,99.0,58
17608,Female,60,1,16.0,0,< 1 Year,Yes,78040.83,49.0,219
19309,Male,26,1,18.0,0,> 2 Years,Yes,48261.41,40.0,201
19388,Female,63,1,50.0,0,< 1 Year,No,57169.79,1.0,271
12603,Female,20,1,15.0,1,> 2 Years,No,54780.38,26.0,247
3783,Female,49,1,23.0,0,< 1 Year,Yes,50746.01,103.0,116
3231,Female,66,1,28.0,1,1-2 Year,No,45190.02,42.0,262
5907,Male,66,1,51.0,0,1-2 Year,Yes,70622.26,11.0,174
12229,Female,20,1,39.0,1,> 2 Years,Yes,31848.8,17.0,258
14504,Male,67,1,8.0,1,1-2 Year,No,75410.05,138.0,184
10748,Female,27,1,43.0,0,< 1 Year,No,74605.94,99.0,260
16155,Male,34,1,44.0,0,1-2 Year,No,37794.88,4.0,254
17838,Male,32,1,46.0,0,< 1 Year,Yes,58227.25,155.0,250
4020,Female,39,1,18.0,0,< 1 Year,Yes,62492.35,58.0,123
2754,Female,42,1,27.0,1,> 2 Years,Yes,36337.15,30.0,173
8097,Female,22,1,46.0,0,< 1 Year,Yes,23953.12,14.0,212
5273,Male,59,1,6.0,1,1-2 Year,Yes,20448.05,65.0,156
18469,Female,57,1,24.0,1,< 1 Year,Yes,52506.08,81.0,88
19332,Female,46,1,50.0,1,1-2 Year,No,30675.86,13.0,44
3088,Female,24,1,52.0,0,1-2 Year,Yes,47306.23,39.0,65
17423,Female,28,1,9.0,1,1-2 Year,No,38115.85,116.0,149
14023,Female,38,1,42.0,0,1-2 Year,Yes,22400.31,51.0,232
13097,Female,66,1,17.0,1,> 2 Years,Yes,77327.42,108.0,127
4967,Male,29,1,4.0,1,1-2 Year,Yes,66699.37,81.0,118
11330,Male,24,1,52.0,1,1-2 Year,Yes,39033.7,57.0,93
667,Female,28,1,37.0,1,< 1 Year,Yes,39855.92,138.0,163
10124,Male,61,1,35.0,0,1-2 Year,Yes,62992.03,47.0,211
12568,Female,55,1,9.0,1,> 2 Years,Yes,21128.99,151.0,226
1782,Female,57,1,47.0,1,> 2 Years,Yes,32554.94,2.0,265
9283,Female,23,1,0.0,0,> 2 Years,No,67941.29,58.0,131
17435,Male,42,1,46.0,1,1-2 Year,Yes,46187.48,114.0,33
9635,Male,45,1,33.0,1,< 1 Year,Yes,26643.17,97.0,23
12114,Female,27,1,8.0,0,< 1 Year,No,72468.22,157.0,265
2290,Male,40,1,4.0,1,1-2 Year,No,20403.6,61.0,57
8076,Male,53,1,27.0,1,1-2 Year,Yes,74130.15,108.0,114
16691,Male,24,1,8.0,0,> 2 Years,Yes,62872.47,78.0,28
7079,Female,50,1,7.0,0,1-2 Year,No,26593.35,83.0,292
5291,Male,57,1,39.0,0,> 2 Years,Yes,37291.77,69.0,24
12776,Male,35,1,18.0,0,> 2 Years,Yes,25770.8,60.0,63
13553,Female,41,1,6.0,1,1-2 Year,No,66436.94,39.0,289
9129,Female,34,1,16.0,0,< 1 Year,Yes,24689.67,146.0,73
3470,Male,53,1,0.0,1,1-2 Year,No,64275.68,138.0,64
7874,Male,45,1,12.0,1,1-2 Year,Yes,59042.12,128.0,59
11820,Female,30,0,36.0,1,> 2 Years,Yes,79847.2,131.0,101
18187,Female,34,1,38.0,1,< 1 Year,Yes,41499.59,163.0,151
17835,Female,53,1,3.0,0,1-2 Year,Yes,72264.77,83.0,215
9317,Female,36,1,3.0,0,1-2 Year,No,74032.96,158.0,254
1274,Male,30,1,10.0,0,< 1 Year,No,48065.47,103.0,155
18237,Female,33,1,24.0,1,< 1 Year,No,50695.77,69.0,252
15575,Female,38,1,14.0,0,> 2 Years,No,30011.68,46.0,14
5188,Female,66,0,32.0,1,< 1 Year,Yes,74837.36,101.0,211
19726,Female,42,1,48.0,1,> 2 Years,Yes,24689.72,70.0,76
11455,Male,55,1,12.0,0,1-2 Year,Yes,56609.21,115.0,234
1203,Female,60,1,8.0,1,< 1 Year,No,23115.58,93.0,20
6758,Female,43,0,5.0,0,1-2 Year,No,56838.44,127.0,269
10888,Male,34,0,36.0,0,< 1 Year,Yes,34247.68,86.0,55
19143,Male,30,1,37.0,0,> 2 Years,Yes,67295.79,132.0,150
1460,Male,30,1,36.0,0,> 2 Years,Yes,49352.02,71.0,286
2015,Female,55,1,32.0,1,< 1 Year,Yes,64672.93,25.0,17
19050,Female,53,0,3.0,1,1-2 Year,No,65289.26,102.0,141
11513,Female,45,0,48.0,1,< 1 Year,Yes,52349.85,89.0,266
18531,Female,55,0,44.0,0,> 2 Years,Yes,22631.99,124.0,212
6018,Female,41,1,42.0,1,< 1 Year,No,58680.04,44.0,280
18739,Female,34,1,16.0,0,> 2 Years,No,63359.0,25.0,122
15457,Male,40,1,9.0,1,1-2 Year,Yes,34637.91,120.0,222
18411,Male,51,1,24.0,0,< 1 Year,Yes,42285.17,78.0,159
293,Male,27,1,14.0,0,1-2 Year,No,34413.85,96.0,192
18617,Male,46,1,7.0,1,> 2 Years,Yes,28356.18,151.0,228
